Name,University,Course,Start Year,End Year,GPA,Preferred Career,Skills,Certifications,Preferred Location
Amanda Morris,IIT Delhi,Biotech,2021,2025,8.16,Cybersecurity Analyst,"SQL, Excel, C++, TensorFlow, R",Scrum Master,Hyderabad
Gregory Estrada,NIT Warangal,Mechanical,2018,2022,8.23,Mechanical Design Engineer,"AutoCAD, MATLAB","Azure Fundamentals, AutoCAD Professional",Pune
Michael Coleman,NIT Warangal,Electronics,2018,2022,7.04,Cybersecurity Analyst,"Linux, Excel, Python",AWS Certified,Bangalore
Austin Gomez,VIT,Civil,2021,2025,6.46,Software Engineer,"Java, Linux, SQL, Power BI, MATLAB",Azure Fundamentals,Chennai
William Daniels,VIT,Cybersecurity,2019,2023,9.07,Data Analyst,"C++, Java, Linux",AutoCAD Professional,Chennai
Patrick Ross,BITS Pilani,AI & ML,2015,2019,6.64,Biotech Researcher,"C++, SQL, AutoCAD, TensorFlow",Azure Fundamentals,Bangalore
Elizabeth Miller,BITS Pilani,Cybersecurity,2019,2023,6.95,Data Analyst,"Power BI, SQL, MATLAB, Python, R",,Mumbai
Yvonne Keller,VIT,Electronics,2022,2026,6.87,Mechanical Design Engineer,"TensorFlow, C++, AutoCAD, Power BI, Java",,Bangalore
Lisa Bennett,VIT,AI & ML,2017,2021,6.66,Cybersecurity Analyst,"Linux, Python, C++, Excel, Java","Google Data Analytics, AWS Certified",Pune
Sandra Hays,IIT Bombay,Electronics,2020,2024,9.41,Systems Engineer,"Power BI, TensorFlow, Linux, SQL",,Pune
Jessica Wolf,IIT Bombay,Data Science,2019,2023,6.51,Software Engineer,"Python, R, AutoCAD, C++",Cisco CCNA,Bangalore
Vincent Fernandez,NIT Trichy,Civil,2017,2021,8.42,Civil Project Manager,"SQL, Power BI, Excel",,Pune
Michael Barron,BITS Pilani,Data Science,2022,2026,9.86,Software Engineer,"MATLAB, Linux, C++",,Chennai
Melanie Mcdaniel,VIT,Computer Science,2016,2020,6.5,ML Engineer,"Python, Linux, Java, Excel",,Pune
Megan Chang,IIIT Hyderabad,Data Science,2020,2024,6.03,Biotech Researcher,"MATLAB, R, Linux, C++, TensorFlow",Cisco CCNA,Bangalore
Michael Hart,IIT Delhi,Biotech,2018,2022,9.43,ML Engineer,"AutoCAD, Linux, TensorFlow, MATLAB",Cisco CCNA,Delhi
Alyssa Todd,NIT Warangal,Biotech,2019,2023,8.03,Software Engineer,"TensorFlow, MATLAB, Java, C++",,Delhi
Keith White,BITS Pilani,Data Science,2022,2026,6.01,Cybersecurity Analyst,"Java, Excel",,Chennai
Melissa Thornton,VIT,Mechanical,2015,2019,9.55,Biotech Researcher,"Linux, MATLAB, SQL, Power BI, TensorFlow","AWS Certified, Cisco CCNA",Hyderabad
Justin Bell,NIT Trichy,Electronics,2019,2023,6.36,Systems Engineer,"MATLAB, TensorFlow, Linux, Excel","AWS Certified, Google Data Analytics",Kolkata
Jesse Jones,IIIT Hyderabad,Civil,2022,2026,9.07,Software Engineer,"MATLAB, Java, TensorFlow, C++, Linux","AWS Certified, Azure Fundamentals",Pune
Alicia Goodwin,BITS Pilani,Computer Science,2019,2023,9.44,Data Analyst,"TensorFlow, SQL, MATLAB, R, AutoCAD",AutoCAD Professional,Pune
Dr. Tammy Ferrell,NIT Warangal,Mechanical,2017,2021,8.54,Cybersecurity Analyst,"R, SQL","AWS Certified, Cisco CCNA",Chennai
Richard Cruz,IIT Delhi,Cybersecurity,2018,2022,7.3,Mechanical Design Engineer,"MATLAB, R, AutoCAD, Linux, SQL",Azure Fundamentals,Bangalore
Jennifer Johnson,BITS Pilani,Electronics,2022,2026,9.15,ML Engineer,"Python, C++, Java",Cisco CCNA,Kolkata
Thomas Pena,IIT Bombay,AI & ML,2022,2026,9.31,ML Engineer,"Java, MATLAB, Python, SQL",Cisco CCNA,Hyderabad
Jose Kline,IIT Bombay,Cybersecurity,2022,2026,9.26,Civil Project Manager,"Linux, TensorFlow, Excel, MATLAB",,Kolkata
Shannon Garcia,VIT,Electronics,2019,2023,9.36,Mechanical Design Engineer,"Linux, Power BI, AutoCAD, SQL, R",Scrum Master,Pune
Patrick Kelly,IIIT Hyderabad,Civil,2022,2026,9.92,Civil Project Manager,"MATLAB, TensorFlow","AutoCAD Professional, Azure Fundamentals",Bangalore
Michael Krause,IIT Delhi,Electronics,2019,2023,8.07,Mechanical Design Engineer,"C++, R, SQL","Azure Fundamentals, AWS Certified",Pune
Seth Long,BITS Pilani,Data Science,2017,2021,8.75,Cybersecurity Analyst,"Linux, TensorFlow",AWS Certified,Delhi
Edward Wood,BITS Pilani,Data Science,2017,2021,6.53,Data Analyst,"C++, Linux, R",Google Data Analytics,Ahmedabad
Anthony Aguirre,IIIT Hyderabad,Data Science,2022,2026,9.4,Systems Engineer,"Linux, Power BI, Excel",,Mumbai
Jodi Castillo,IIIT Hyderabad,Mechanical,2016,2020,7.28,Systems Engineer,"Java, Power BI, Excel, R",,Mumbai
Courtney Wright,IIIT Hyderabad,Electronics,2019,2023,9.25,Mechanical Design Engineer,"AutoCAD, SQL, Linux",Azure Fundamentals,Ahmedabad
Calvin Noble,NIT Warangal,Biotech,2015,2019,8.88,Civil Project Manager,"Power BI, SQL, MATLAB, C++, TensorFlow","Google Data Analytics, Cisco CCNA",Hyderabad
Sherri Wilson,IIT Delhi,Computer Science,2020,2024,7.52,Systems Engineer,"Power BI, AutoCAD, MATLAB, Linux",,Mumbai
John Campos,IIIT Hyderabad,Cybersecurity,2016,2020,8.56,Cybersecurity Analyst,"MATLAB, C++, Power BI, R, Python",,Hyderabad
Michael Moore,BITS Pilani,Computer Science,2017,2021,9.49,Biotech Researcher,"C++, Excel, Java, Power BI",Cisco CCNA,Pune
Alyssa Anderson,IIT Madras,Biotech,2017,2021,9.98,Mechanical Design Engineer,"Excel, Linux",Scrum Master,Mumbai
Benjamin Tyler,IIIT Hyderabad,Electronics,2018,2022,9.25,Mechanical Design Engineer,"MATLAB, Java, Linux, R",Google Data Analytics,Hyderabad
Tammy Reed,IIT Bombay,AI & ML,2021,2025,7.51,Systems Engineer,"Python, SQL, R, Linux","Cisco CCNA, AutoCAD Professional",Delhi
Jordan Oconnor,NIT Trichy,Electronics,2019,2023,7.69,Civil Project Manager,"Linux, SQL",Google Data Analytics,Bangalore
Devin Miller,IIIT Hyderabad,Biotech,2016,2020,7.64,Systems Engineer,"AutoCAD, Python, Excel, Java, SQL",,Kolkata
Robert Andersen,NIT Trichy,Computer Science,2018,2022,8.46,Civil Project Manager,"SQL, TensorFlow",AutoCAD Professional,Delhi
Aaron Miller,NIT Warangal,Biotech,2021,2025,9.66,Data Analyst,"Linux, Java",Cisco CCNA,Bangalore
Gregg Ramirez,IIT Madras,Cybersecurity,2021,2025,9.62,Systems Engineer,"R, Excel, C++, MATLAB, Python",,Ahmedabad
Tina Webb,IIT Madras,Biotech,2017,2021,6.18,Cybersecurity Analyst,"Linux, C++, SQL, Excel, Java","Cisco CCNA, Google Data Analytics",Hyderabad
Joseph Sanders,BITS Pilani,AI & ML,2015,2019,9.52,Civil Project Manager,"R, AutoCAD, Python","AWS Certified, Cisco CCNA",Kolkata
Andrew Hayes,BITS Pilani,AI & ML,2018,2022,7.62,Systems Engineer,"Java, Python, R",,Chennai
Rebekah Boyle,IIT Delhi,Cybersecurity,2018,2022,9.85,Data Analyst,"SQL, TensorFlow, C++, Power BI, Excel",,Mumbai
Jonathan Heath,IIIT Hyderabad,Mechanical,2017,2021,9.67,Systems Engineer,"TensorFlow, SQL, Python, Excel, AutoCAD",,Bangalore
Nicole Owens,BITS Pilani,Cybersecurity,2016,2020,6.97,ML Engineer,"C++, Java","Scrum Master, Azure Fundamentals",Pune
Amanda Wright,NIT Warangal,Computer Science,2019,2023,9.86,Civil Project Manager,"Java, TensorFlow, SQL, Linux, Power BI","Azure Fundamentals, Scrum Master",Chennai
Christopher Henderson,BITS Pilani,Computer Science,2020,2024,8.33,Data Analyst,"Linux, Power BI",,Pune
Christian Hernandez,BITS Pilani,Civil,2018,2022,6.08,Data Analyst,"Python, MATLAB, Excel",Scrum Master,Pune
Samantha Montes,BITS Pilani,Cybersecurity,2019,2023,7.18,ML Engineer,"C++, Python",,Pune
Aimee Johnson,IIT Bombay,Civil,2019,2023,9.5,Software Engineer,"Python, C++, R",,Ahmedabad
Jennifer Rodriguez,NIT Trichy,AI & ML,2018,2022,6.52,Cybersecurity Analyst,"SQL, Linux, Excel, Power BI","Google Data Analytics, AWS Certified",Bangalore
Anna Ashley,IIT Delhi,Electronics,2016,2020,6.68,Systems Engineer,"Power BI, TensorFlow, SQL","Cisco CCNA, Azure Fundamentals",Delhi
Ann Williamson,IIT Madras,Computer Science,2016,2020,8.59,Mechanical Design Engineer,"AutoCAD, Excel, TensorFlow, Linux, Python",Google Data Analytics,Mumbai
Joseph Perez,VIT,Electronics,2016,2020,9.33,Biotech Researcher,"Linux, Power BI, MATLAB, SQL, R",Google Data Analytics,Ahmedabad
Timothy Mejia,IIT Madras,Data Science,2019,2023,7.44,Software Engineer,"R, Linux, TensorFlow",AutoCAD Professional,Pune
Lauren Anthony,IIT Bombay,AI & ML,2019,2023,8.5,Software Engineer,"Java, Python, MATLAB, Power BI","Google Data Analytics, Scrum Master",Kolkata
Heather Peters,VIT,Mechanical,2022,2026,9.64,Cybersecurity Analyst,"Linux, Java",,Delhi
Michael Galvan,IIIT Hyderabad,Civil,2018,2022,6.72,ML Engineer,"Linux, Excel, R, AutoCAD","Scrum Master, Azure Fundamentals",Pune
Austin Morrison,IIIT Hyderabad,Electronics,2022,2026,8.73,Civil Project Manager,"TensorFlow, R, Linux","AWS Certified, AutoCAD Professional",Hyderabad
Jordan Blankenship,NIT Trichy,Mechanical,2022,2026,8.71,ML Engineer,"Python, Excel",Scrum Master,Bangalore
Michelle Bates,BITS Pilani,Mechanical,2020,2024,7.15,Systems Engineer,"TensorFlow, Power BI, Python, C++",,Mumbai
Brooke Wallace,IIT Delhi,AI & ML,2017,2021,6.47,Biotech Researcher,"TensorFlow, Java","Azure Fundamentals, Cisco CCNA",Delhi
Anthony Olson,NIT Trichy,Cybersecurity,2015,2019,9.08,Biotech Researcher,"SQL, Power BI, TensorFlow, AutoCAD",,Chennai
William Fernandez,IIT Delhi,Biotech,2016,2020,8.56,Cybersecurity Analyst,"Excel, Python, R, SQL, Power BI","Google Data Analytics, Azure Fundamentals",Mumbai
Alexa Hester,IIT Delhi,Cybersecurity,2017,2021,6.69,ML Engineer,"SQL, Excel, MATLAB, Linux, Python",,Hyderabad
Mark Ramirez,BITS Pilani,Biotech,2020,2024,7.65,Civil Project Manager,"Java, TensorFlow, Linux, SQL","Scrum Master, Cisco CCNA",Hyderabad
Gary Frank,IIT Delhi,AI & ML,2016,2020,7.51,Software Engineer,"Power BI, SQL",,Ahmedabad
Mr. David Howell,IIT Bombay,Computer Science,2016,2020,8.66,Mechanical Design Engineer,"R, Power BI, Linux, Excel","Azure Fundamentals, Cisco CCNA",Kolkata
Karen Hernandez,IIT Delhi,Biotech,2017,2021,8.98,Civil Project Manager,"Python, R, SQL, C++",,Chennai
Laura Jones,IIT Bombay,Electronics,2015,2019,8.25,Biotech Researcher,"Power BI, AutoCAD",Azure Fundamentals,Hyderabad
Crystal Walton,IIIT Hyderabad,Cybersecurity,2019,2023,8.62,ML Engineer,"C++, AutoCAD, Power BI, Linux, Excel",Google Data Analytics,Chennai
Lee Nguyen,NIT Trichy,Data Science,2021,2025,7.66,Mechanical Design Engineer,"MATLAB, Excel, Power BI, SQL, Linux","Google Data Analytics, Azure Fundamentals",Chennai
Matthew Moreno,VIT,Electronics,2021,2025,7.09,Civil Project Manager,"AutoCAD, TensorFlow, Excel, MATLAB, Python","AutoCAD Professional, Azure Fundamentals",Delhi
Lori Ryan,NIT Warangal,Computer Science,2019,2023,7.61,Data Analyst,"Linux, R, MATLAB, Excel, AutoCAD",,Kolkata
Nathan Herring,NIT Warangal,AI & ML,2019,2023,7.61,Data Analyst,"Python, MATLAB",,Pune
Jonathan King,BITS Pilani,Cybersecurity,2022,2026,8.8,Mechanical Design Engineer,"Python, Java, MATLAB","Scrum Master, AWS Certified",Bangalore
Monica Price,NIT Trichy,Cybersecurity,2015,2019,6.12,Systems Engineer,"TensorFlow, Power BI, Java, R","AWS Certified, AutoCAD Professional",Chennai
Courtney Cook,BITS Pilani,Mechanical,2018,2022,7.41,Systems Engineer,"AutoCAD, Power BI, C++, TensorFlow, Python",,Hyderabad
Justin Delacruz,IIIT Hyderabad,Cybersecurity,2020,2024,8.21,Data Analyst,"Linux, Power BI",,Mumbai
Tracy Rojas,BITS Pilani,Data Science,2020,2024,6.02,Cybersecurity Analyst,"Power BI, R, C++, AutoCAD",Azure Fundamentals,Delhi
Wendy Donaldson,BITS Pilani,Electronics,2018,2022,9.01,Cybersecurity Analyst,"MATLAB, Java, Linux, AutoCAD, C++","AutoCAD Professional, Scrum Master",Bangalore
Kimberly Walker,IIIT Hyderabad,AI & ML,2021,2025,8.38,ML Engineer,"Power BI, AutoCAD",Google Data Analytics,Pune
Theresa Bowman,VIT,Computer Science,2018,2022,8.73,Cybersecurity Analyst,"MATLAB, Linux",AutoCAD Professional,Chennai
Timothy Castillo,BITS Pilani,Cybersecurity,2015,2019,8.44,Biotech Researcher,"Java, Excel, R",Cisco CCNA,Pune
Terri Love,NIT Trichy,Biotech,2017,2021,7.81,Software Engineer,"Power BI, AutoCAD, MATLAB, SQL, Linux",Cisco CCNA,Pune
Terry Hicks,IIT Delhi,Civil,2015,2019,8.97,ML Engineer,"C++, SQL","Cisco CCNA, Google Data Analytics",Delhi
Anna Jackson,IIT Madras,Mechanical,2016,2020,9.94,Mechanical Design Engineer,"SQL, R","Cisco CCNA, Scrum Master",Hyderabad
Joseph Jackson,NIT Trichy,Data Science,2021,2025,8.38,Biotech Researcher,"TensorFlow, C++, Linux",AWS Certified,Pune
Austin Fernandez,IIIT Hyderabad,Cybersecurity,2016,2020,8.18,Systems Engineer,"AutoCAD, SQL, C++, R",,Pune
Ryan Hernandez,BITS Pilani,Data Science,2019,2023,7.96,Civil Project Manager,"Python, TensorFlow","Cisco CCNA, Scrum Master",Mumbai
Rachel Taylor,VIT,Computer Science,2021,2025,6.16,Civil Project Manager,"Power BI, Linux",Cisco CCNA,Hyderabad
Jason Sanchez,IIIT Hyderabad,Civil,2017,2021,6.56,Cybersecurity Analyst,"Java, Excel, R",,Chennai
Shirley Jenkins,VIT,Cybersecurity,2019,2023,9.17,Data Analyst,"TensorFlow, SQL, MATLAB, Power BI",,Pune
Angela Raymond,NIT Trichy,Cybersecurity,2016,2020,7.3,Data Analyst,"C++, Linux","Scrum Master, Cisco CCNA",Chennai
Richard Ortiz,BITS Pilani,Mechanical,2021,2025,6.65,Data Analyst,"C++, R, Excel, Linux",,Mumbai
Alex Rubio,NIT Trichy,AI & ML,2015,2019,9.84,Data Analyst,"SQL, TensorFlow, Linux",,Hyderabad
Deborah Cobb MD,IIIT Hyderabad,Computer Science,2017,2021,8.98,Civil Project Manager,"Python, Linux, TensorFlow",AWS Certified,Chennai
Edward Vazquez,VIT,AI & ML,2015,2019,7.93,Software Engineer,"Excel, Python, R",AWS Certified,Chennai
Michelle Hernandez,NIT Warangal,Electronics,2016,2020,7.43,Systems Engineer,"TensorFlow, AutoCAD, R, Python, MATLAB",,Chennai
Jody Gonzalez,VIT,Civil,2015,2019,7.61,ML Engineer,"Excel, AutoCAD, Power BI","Google Data Analytics, Scrum Master",Chennai
Joseph Jones,NIT Trichy,Mechanical,2019,2023,7.68,ML Engineer,"Excel, Power BI, SQL","Scrum Master, AutoCAD Professional",Mumbai
Mr. Jonathan Robertson Jr.,IIT Madras,Data Science,2017,2021,8.57,Systems Engineer,"AutoCAD, Linux",AutoCAD Professional,Bangalore
Elizabeth Morales DDS,IIT Bombay,Data Science,2015,2019,6.58,ML Engineer,"AutoCAD, R, C++, SQL","Azure Fundamentals, Cisco CCNA",Kolkata
James Rodriguez,BITS Pilani,AI & ML,2015,2019,7.44,ML Engineer,"SQL, R",Google Data Analytics,Delhi
Christopher Gallegos,IIIT Hyderabad,AI & ML,2021,2025,7.27,Systems Engineer,"Python, R, C++, TensorFlow, MATLAB",,Delhi
Jennifer Becker,NIT Warangal,AI & ML,2022,2026,8.84,Biotech Researcher,"R, Excel, MATLAB","Google Data Analytics, Cisco CCNA",Chennai
Daniel Williams,IIIT Hyderabad,Cybersecurity,2019,2023,6.21,Civil Project Manager,"C++, Excel",AutoCAD Professional,Mumbai
Dana Mooney DDS,NIT Warangal,Civil,2016,2020,9.3,Biotech Researcher,"TensorFlow, AutoCAD, MATLAB","Azure Fundamentals, AutoCAD Professional",Bangalore
David Thomas,IIT Madras,Cybersecurity,2019,2023,9.93,Biotech Researcher,"SQL, TensorFlow, Excel","AWS Certified, Scrum Master",Ahmedabad
Debra Frye,NIT Trichy,Civil,2020,2024,7.24,Civil Project Manager,"Excel, Power BI, MATLAB, TensorFlow, Linux",Scrum Master,Mumbai
Adrian Johnson,VIT,Civil,2016,2020,7.52,Civil Project Manager,"SQL, Python, MATLAB",Azure Fundamentals,Kolkata
Ashley Pennington,NIT Warangal,Electronics,2021,2025,6.4,Biotech Researcher,"AutoCAD, R",,Hyderabad
Stacey Scott,VIT,Electronics,2020,2024,6.7,Cybersecurity Analyst,"MATLAB, Python, AutoCAD, C++",AutoCAD Professional,Pune
Ryan Harper,IIT Delhi,Data Science,2021,2025,8.59,Systems Engineer,"Power BI, Linux, C++, TensorFlow, R","AutoCAD Professional, Cisco CCNA",Ahmedabad
David Wright,VIT,Cybersecurity,2019,2023,8.08,Civil Project Manager,"R, Java, C++",Google Data Analytics,Ahmedabad
Brian Miller MD,BITS Pilani,Biotech,2016,2020,9.06,Data Analyst,"TensorFlow, Linux","Scrum Master, AutoCAD Professional",Pune
Carrie Gray,IIT Madras,Data Science,2022,2026,9.91,Civil Project Manager,"R, Java, Excel, Power BI, TensorFlow","Cisco CCNA, Google Data Analytics",Bangalore
Timothy Rodriguez,NIT Trichy,Data Science,2018,2022,8.36,Software Engineer,"R, SQL, Python",,Pune
Micheal Wood MD,IIT Delhi,Electronics,2016,2020,7.67,Civil Project Manager,"Linux, AutoCAD, Python",,Hyderabad
Patricia Howell,IIT Delhi,Data Science,2016,2020,7.07,Biotech Researcher,"MATLAB, Power BI",,Mumbai
Mike Matthews,NIT Warangal,Mechanical,2017,2021,9.79,Cybersecurity Analyst,"TensorFlow, AutoCAD, MATLAB, Python","AWS Certified, Azure Fundamentals",Bangalore
Erika Golden,VIT,Data Science,2019,2023,8.61,Software Engineer,"Linux, AutoCAD",Scrum Master,Mumbai
Jessica Williams,BITS Pilani,Biotech,2020,2024,6.03,Data Analyst,"C++, TensorFlow, Java","AWS Certified, Cisco CCNA",Kolkata
Joseph Mcdonald,IIT Delhi,Electronics,2018,2022,9.53,Data Analyst,"Python, Linux, SQL, AutoCAD, R",AWS Certified,Delhi
John Schroeder,BITS Pilani,Mechanical,2018,2022,9.34,Mechanical Design Engineer,"Linux, Power BI, Java, R, AutoCAD",Scrum Master,Chennai
Wesley Neal,IIT Madras,Biotech,2016,2020,6.15,Civil Project Manager,"AutoCAD, C++, Java","Scrum Master, AWS Certified",Mumbai
Jacqueline Banks,IIT Delhi,Civil,2022,2026,9.61,ML Engineer,"TensorFlow, AutoCAD, C++","AutoCAD Professional, Scrum Master",Kolkata
Kathryn Phillips,IIT Bombay,Cybersecurity,2017,2021,7.03,ML Engineer,"C++, SQL, AutoCAD",AutoCAD Professional,Pune
Anna Miller,NIT Trichy,AI & ML,2021,2025,9.96,Biotech Researcher,"SQL, Excel, TensorFlow",,Pune
Justin Lindsey,BITS Pilani,Data Science,2016,2020,8.68,Civil Project Manager,"Excel, R","AutoCAD Professional, Cisco CCNA",Hyderabad
Eric Garcia,IIT Delhi,Biotech,2019,2023,8.79,ML Engineer,"AutoCAD, C++",AutoCAD Professional,Pune
Michael Wolfe,VIT,AI & ML,2017,2021,9.67,Data Analyst,"C++, Excel, R, Python, AutoCAD",AutoCAD Professional,Kolkata
Lisa Santiago,NIT Warangal,Cybersecurity,2017,2021,8.7,Cybersecurity Analyst,"Power BI, MATLAB, AutoCAD",,Pune
Craig Munoz,NIT Warangal,Data Science,2017,2021,6.69,Biotech Researcher,"MATLAB, Power BI, Excel, TensorFlow, SQL","Scrum Master, AWS Certified",Ahmedabad
Melinda Dickson,NIT Trichy,Biotech,2018,2022,8.2,Cybersecurity Analyst,"R, Linux",Cisco CCNA,Kolkata
Anthony Johnson,IIT Bombay,Biotech,2021,2025,7.54,Mechanical Design Engineer,"C++, AutoCAD, R, Python, Excel",AWS Certified,Bangalore
Valerie Reyes,VIT,Computer Science,2022,2026,8.29,Biotech Researcher,"Python, Linux",,Hyderabad
Mark Waters,IIT Madras,Data Science,2020,2024,8.77,Biotech Researcher,"Python, Power BI","Azure Fundamentals, Google Data Analytics",Kolkata
Corey Booth,IIT Bombay,AI & ML,2022,2026,9.34,ML Engineer,"SQL, Python",,Kolkata
Mary Garcia,IIT Madras,Cybersecurity,2021,2025,7.37,Mechanical Design Engineer,"Java, MATLAB, SQL","Azure Fundamentals, Google Data Analytics",Kolkata
Amanda Brooks,BITS Pilani,AI & ML,2019,2023,9.3,Data Analyst,"Java, AutoCAD, Power BI",,Chennai
Jennifer Mccoy,IIT Bombay,Biotech,2022,2026,6.03,Biotech Researcher,"Python, C++, Excel, AutoCAD, MATLAB",,Delhi
Deanna French,NIT Trichy,Computer Science,2019,2023,8.43,Cybersecurity Analyst,"Python, R","Scrum Master, Google Data Analytics",Delhi
Lisa Bailey,NIT Trichy,Electronics,2018,2022,9.15,ML Engineer,"Power BI, Java",Scrum Master,Mumbai
Aaron Williams,VIT,Biotech,2022,2026,8.63,Biotech Researcher,"AutoCAD, Excel, MATLAB, Python",,Ahmedabad
Sharon Smith,IIIT Hyderabad,AI & ML,2022,2026,8.09,Biotech Researcher,"C++, Java",,Ahmedabad
Nathaniel Little,NIT Warangal,Biotech,2022,2026,9.27,Software Engineer,"Python, C++, Linux, TensorFlow",AWS Certified,Chennai
Lori Mayer,NIT Warangal,Mechanical,2015,2019,9.93,Software Engineer,"TensorFlow, Java",AWS Certified,Delhi
Mackenzie Wilkinson,IIT Bombay,AI & ML,2016,2020,7.71,Biotech Researcher,"Power BI, Python, R, AutoCAD, MATLAB","Scrum Master, AutoCAD Professional",Mumbai
Adrian Montoya,BITS Pilani,Cybersecurity,2018,2022,7.39,Biotech Researcher,"Linux, Java, R, Excel",Google Data Analytics,Bangalore
Mr. Donald Davis,IIIT Hyderabad,Electronics,2019,2023,8.2,ML Engineer,"R, Power BI, C++","Google Data Analytics, Cisco CCNA",Pune
Jason Phillips,IIT Delhi,AI & ML,2016,2020,9.21,Cybersecurity Analyst,"AutoCAD, TensorFlow, MATLAB",,Bangalore
Douglas Flores,NIT Trichy,Mechanical,2020,2024,7.86,Mechanical Design Engineer,"Excel, C++, Java",,Hyderabad
Mark Herrera,IIT Madras,Computer Science,2016,2020,9.67,Mechanical Design Engineer,"C++, Python",,Mumbai
James Hill,BITS Pilani,Civil,2018,2022,7.89,Mechanical Design Engineer,"C++, SQL, Linux, Excel","Cisco CCNA, Azure Fundamentals",Chennai
Leslie Henderson,NIT Trichy,Data Science,2016,2020,6.84,Data Analyst,"TensorFlow, Linux",Scrum Master,Bangalore
Danielle Howard,IIT Madras,Computer Science,2015,2019,7.37,Mechanical Design Engineer,"Python, Java, C++, R","Azure Fundamentals, AWS Certified",Delhi
David Terrell,IIIT Hyderabad,Computer Science,2018,2022,7.66,Cybersecurity Analyst,"Linux, Python, R, Power BI",AutoCAD Professional,Hyderabad
Derek Huynh,VIT,Mechanical,2016,2020,7.1,Civil Project Manager,"Excel, Java",AutoCAD Professional,Kolkata
Diana Roach,IIT Bombay,Computer Science,2018,2022,7.0,Systems Engineer,"Java, MATLAB, AutoCAD, TensorFlow",Azure Fundamentals,Hyderabad
Jennifer Kennedy,IIT Delhi,Biotech,2018,2022,9.73,Biotech Researcher,"AutoCAD, SQL, TensorFlow, Linux",,Ahmedabad
Jennifer Rosario,IIT Delhi,Mechanical,2019,2023,8.37,Mechanical Design Engineer,"AutoCAD, Excel, SQL, Java",Azure Fundamentals,Bangalore
Tonya Solomon,IIT Bombay,Cybersecurity,2016,2020,9.75,Biotech Researcher,"AutoCAD, Linux","AWS Certified, AutoCAD Professional",Pune
Matthew King,VIT,Cybersecurity,2018,2022,8.67,Biotech Researcher,"AutoCAD, TensorFlow",,Hyderabad
Destiny Moore,BITS Pilani,Biotech,2017,2021,8.65,Software Engineer,"AutoCAD, TensorFlow",,Hyderabad
Miguel Mitchell,IIT Madras,Civil,2015,2019,6.09,Cybersecurity Analyst,"Power BI, Linux",,Bangalore
Jessica Davis,IIT Delhi,Civil,2020,2024,8.04,Mechanical Design Engineer,"MATLAB, AutoCAD, TensorFlow",,Hyderabad
James Aguilar,BITS Pilani,Biotech,2016,2020,9.23,Cybersecurity Analyst,"AutoCAD, Java, Python, C++, Power BI","AutoCAD Professional, Google Data Analytics",Kolkata
Randall Reyes,IIT Bombay,Data Science,2021,2025,7.57,Mechanical Design Engineer,"R, C++, AutoCAD, Java",Azure Fundamentals,Bangalore
Jessica Fowler,VIT,AI & ML,2021,2025,9.75,Mechanical Design Engineer,"R, Java, C++, TensorFlow",Cisco CCNA,Delhi
Joseph Thomas,NIT Warangal,Mechanical,2019,2023,7.73,Civil Project Manager,"Python, Power BI",,Hyderabad
Amanda Hogan,IIT Delhi,AI & ML,2015,2019,9.87,ML Engineer,"SQL, Excel, MATLAB","AWS Certified, Azure Fundamentals",Chennai
Lisa Ross,IIT Bombay,Electronics,2016,2020,7.97,Software Engineer,"R, SQL, Java, Python",Google Data Analytics,Bangalore
Jake Mcdonald,IIT Delhi,Biotech,2019,2023,6.24,Data Analyst,"Linux, C++","Scrum Master, Google Data Analytics",Pune
Justin Smith,BITS Pilani,AI & ML,2019,2023,8.28,Software Engineer,"Python, Power BI, SQL",Google Data Analytics,Bangalore
Melissa Miller,IIT Madras,Biotech,2021,2025,8.7,Biotech Researcher,"Python, TensorFlow, C++, MATLAB, AutoCAD",AutoCAD Professional,Chennai
Jennifer Delgado,NIT Trichy,Electronics,2015,2019,9.88,Systems Engineer,"Python, C++, Java",,Ahmedabad
Mr. Ronald Casey Jr.,IIT Delhi,Biotech,2021,2025,9.79,Systems Engineer,"AutoCAD, Power BI","Scrum Master, Cisco CCNA",Mumbai
Pamela Silva,VIT,Civil,2019,2023,8.6,Cybersecurity Analyst,"Java, C++, SQL, Python, MATLAB","Scrum Master, Azure Fundamentals",Mumbai
Danielle Rodriguez,VIT,Data Science,2015,2019,8.22,Systems Engineer,"Linux, AutoCAD, C++, R, Python","Cisco CCNA, AutoCAD Professional",Pune
Joshua Little,NIT Warangal,Civil,2021,2025,8.88,Mechanical Design Engineer,"TensorFlow, MATLAB, Power BI",,Bangalore
Cameron Johnson,IIT Bombay,Mechanical,2015,2019,6.54,ML Engineer,"R, SQL, AutoCAD, C++, Java",,Delhi
Joseph Oneal,IIT Delhi,Mechanical,2017,2021,6.38,Software Engineer,"AutoCAD, Java, Power BI, Excel, MATLAB",Azure Fundamentals,Kolkata
Lindsey Oliver,IIT Madras,Mechanical,2018,2022,8.03,Systems Engineer,"TensorFlow, AutoCAD, R, MATLAB","AutoCAD Professional, AWS Certified",Ahmedabad
Tammy Williams,NIT Warangal,Electronics,2018,2022,9.24,Software Engineer,"SQL, Excel, C++, Java","AutoCAD Professional, AWS Certified",Ahmedabad
Alicia Bass,IIT Delhi,Civil,2022,2026,6.56,Cybersecurity Analyst,"AutoCAD, R, Linux",,Chennai
